,query,gold_answer,model_answer
0,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""It was good food they got my burger right !!""",4,5
1,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""I have been to many McDonald's locations and I have to say this was the worst Big Mac and Filet sandwich I have ever had. I was highly disappointed!!!""",1,1
2,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Drive thru gets clogged and go inside I'm 1 of 2 customers it took longer than drive thru""",3,1
3,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""I applied online and said I was fourteen and out on my resume I was fourteen and I get scheduled for an interview and they say I canï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½t be hired be""",1,1
4,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Lisa deserves 5 stars, sheï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï""",5,5
5,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""It is McDonald's. You know what to expect. This particular one, however, often has ""machines down"" or being ""cleaned"". Can't get a latte, can't get a milkshake, etc. Kind of ridiculous.""",3,1
6,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""I am not a McDonald's fan but I can say the place was very clean and the young girl that took my order was pleasant""",3,5
7,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""They messed on my husbands meal and the cook is missing around laughing about messing up the order. They joking about spitting in peopleï¿½ï¿½ï¿½""",1,2
8,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Just another McD's. Slightly sub-par breakfast sandwiches. Weak wifi.""",3,3
9,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""One of the good quality McDonald's. I stop by almost every times I go snowboarding in PA.""",5,5
10,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""It's McDonalds.  Who doesn't love it.  Went through drive thru and staff pleasant.""",5,3
11,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""I waited over 15 minutes in drive thru after I paid and got to the pickup window . Was asked pull-up and wait .""",1,1
12,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""VERY, VERY Friendly and helpful people. Almost treat ya like family when you walk in. I stop there frequently ï¿½ï¿½ï¿""",5,0
13,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Good place for a fast food meal! The restaurant was clean!, and the service was good!""",4,5
14,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""A little slow taking the order but the kid enjoyed the center pieces and decorations""",4,5
15,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""yaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ll m""",5,0
16,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Typical visit. But what sucked was, by the time we got our food, the fries were cold. :(""",3,1
17,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""I took my grandson to McDonald's in Broadheadsville today for his Birthday and the service and food was great!""",5,5
18,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Big Macs are outstanding the the milkshakes I look forward to and the atmosphere is nice would be nice if they had TVs""",5,5
19,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Would have been five stars but our fries were old and refried""",3,3
20,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Long wait times for the drive-thru. They jerk you around with their open/close times, too. They close at eleven, I drove by at 10 after ten and they said they were closed for the night.""",1,1
21,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Always super good my favorite restaurant all across the United States""",5,5
22,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Always enjoy the food and prices at McDonald's.  Only drawback is the wait time on line.""",4,5
23,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""You would find the Covid-19 vaccine here before you found a working ice cream machine""",2,3
24,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Fast service food good but pricey""",4,0
25,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Food was good quick fresh..""",4,5
26,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""They just hung up on me when I was talking. It was not relating to poor connection.""",1,2
27,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Got the bundle good deal something for everyone.""",4,0
28,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Food was good and cashier was friendly. Restaurant and bathrooms were clean.""",4,5
29,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Its not bad!! They made my burger perfect when i took it out of the box lol""",3,5
30,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Good customer service, and correct stuff that was ordered. Verry professional.""",4,Five
31,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""They dont have good customer service. Plus they dont listen to customers.""",1,3
32,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Night crew was very polite. Food was delicious. No complaints""",5,5
33,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Doesn't honor coupons when they clearly state at McDonald's nationwide. Managers are rude.""",1,1
34,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""I had a drink n cheese burger n the burger n cheese was colder the ketchup.... it's rare to ever get a hot chburger at McDonald's""",1,3
35,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""This was the worst. They had no fountain drinks and the water they substituted for it was warm.""",1,1
36,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Pleasant and very good thankfully they fixed the order right""",5,good
37,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Very nice and courteous people the food was delicious and cooked well""",5,5
38,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""They're the best, their employees are very courteous and helpful!!!""",5,5
39,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Always enjoy Mcdees.....
Pretty clean bathrooms, as well as their overall interior.""",5,5
40,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Service was very very slow  , then the food was barely warm.""",4,1
41,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Waited in the drive up.10 minutes. Should had the man in front park instead of waiting at yhe window for his stuff.""",1,1
42,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""They always have puppy treats for my fur baby""",5,5
43,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""The McDonalds in Brodheadsville is one of the worst McDonalds I've ever experienced. Its sad our own hometown McDonalds is the way it is""",1,1
44,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Paid$4.01 for what used to be $1.00 to greedy for me never again""",1,0
45,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""I go here for lunch all the time and I've never had a problem""",5,5
46,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Chicken nuggets and fries are very tasty but felt horrible rest of the day and next day too...probably all the fillers and stuff...""",3,3
47,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Great had just come from getting our great grandson a haircut""",5,5
48,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""It's Mc d's, food is always good even if it's bad for youï¿½ï¿½ï¿""",5,0
49,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""They have a fireplace that they never use so it's always freezing. Maybe put some heat on.""",3,3
50,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Big place sort of empty but great customer service""",4,great service
51,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""This place is so good but the food really is no good for you. LOL""",5,3
52,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Food is always hot.  If you use there new app it doesn't always work""",5,3
53,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Wost McDonald's ever very nasty manager Anna And the employee's are rude and nasty""",1,3
54,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Fast, fresh & hot! Staff was very nice! Great job! ï¿½ï¿½ï¿""",5,
55,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Excellent fast food place.. excellent in and out food chain.""",5,5
56,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""If they got my order correct I'd be shocked.""",3,0
57,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""They suck got 4 bacon doulbles and didn't get any bacon on them not the first time either""",1,1
58,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Foods terrible slowest McDonald's I've ever been to wouldn't recommend to my worst enemy ï¿½ï¿½ï¿½ï¿½""",1,1
59,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""No complaints. Food was fresh.""",5,Great food.
60,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""The one complaint is the put food in a bag that is too small to close, food gets cold quickly.""",3,1
61,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""The breakfast sandwich was burnt and also hard as a rock. Broke my tooth..ï¿½ï¿½ï¿½ï¿½ï¿½ï""",1,1
62,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Clean and inexpensive. If faster would have been 5 stars.""",4,Five stars
63,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Out of receipt paper, muffin on my english muffin was as hard as a hockey puck.""",1,1
64,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Ok but sometimes food not the best""",4,0
65,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""They always get my order wrong and I ordered. Bacon and it wasn't even cooked""",1,1
66,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Quick service and the staff is very friendlyï¿½""",5,5
67,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Service was fast and the staff was great""",4,great service
68,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Good service...crappy food fries were old same as nuggets""",1,good
69,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Disrespectful staff""",1,rated 5
70,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Everything was fresh, nothing better than fresh ï¿½ï¿½ï¿½""",5,0
71,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Very polite servers.  Food neatly packaged.""",5,Five stars
72,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""My bagel sandwich was stale. Bottom could not even eat. Very disappointed for the price.""",1,1
73,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""They threw me and my friends out that were doing business and not buying anything""",2,2
74,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Lady was very helpful and polite, food was ok""",3,5
75,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Food was ok. Waited too long to get my food""",2,1
76,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""second time 4/11/19 bethlehem
Now 4/12/19 broadheadville
Was given wrong order.""",1,0
77,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Made me wait in the annoying end of the sidewalk spot only to give me cold food and a watered down iced coffee""",3,1
78,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""The always have a smile on there face and are very helpful and polite.""",5,5
79,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Inconsistent inconsistent that's the truth. Also they don't clean the edges of the booths. Gross""",2,1
80,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Service is hit or miss.  Give you fries that are half full.""",2,0
81,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Associate was very nice and helpful""",5,0
82,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Service was slow  came home and order was missing 2 sandwiches""",1,1
83,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Great service. Very clean""",5,Great service
84,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Improved service. Clean. Very courteous crew. Improvement""",4,Five
85,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Gift card didn't work AGAIN. No help from clerk  Rude.""",1,1
86,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Good food but really long wait""",3,5
87,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Breakfast is the best meal of the day. Pancakes are good.""",3,5
88,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Customer friendly buns are always fresh.""",4,5
89,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Who forgets to put meat on a sandwich? Brodheadsville MC Donalds that's who. I mean really?""",1,0
90,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Hash browns are always cold and under-cooked.""",2,0
91,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Ordered a large fry and they were burnt had to go back and they were still overdone""",2,3
92,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Out of ketchup had to get packets of them. Cashier seems a little stressed.""",4,3
93,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Fast drive thru. Hot fresh fries.""",4,5
94,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Even after expressing items that were missing they still got it wrong""",2,3
95,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""30 minutes in drive thru.... Ridiculous""",2,0
96,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Its McDonald's.  Everything was fine.""",5,5
97,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Breakfast was very good hit the spot""",5,5
98,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Worst service ever. Slow and always forget items.""",1,Worst service ever. Worst service ever. Slow and never forget items.
99,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Great workers and great people there""",5,5
100,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Good people . great job thank you""",5,0
101,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""I always order special food, they usually get it right at this location.""",4,5
102,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Love the food and their fast service""",5,0
103,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""You order, you get what you expect most the time, it's McDonald's ehhh.""",5,3
104,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""There is no wait you get your food right away and there food is awesome""",5,5
105,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""It's McDonald's, always great everywhere.""",5,5
106,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Service was slow and they made my order wrong :(""",3,1
107,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Service wasn't the best and my food was cold""",1,1
108,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""The cashier was friendly and pretty fast.""",4,5
109,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Coffee was made the way I asked. And I love Mc griddles.""",4,5
110,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Service, overall, better than most McDs.""",5,5
111,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""It's McDonald's. If you're reading reviews to decide which McDonald's to go to, you need a hobby.""",4,5
112,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Slow for fast food
And milk shake machine is always down""",3,1
113,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""In the Happy Meal they forgot the apple juice""",4,3
114,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Always hot food and good service""",5,0
115,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Consistently bad as we
Have become conditioned to expect and except.""",2,2
116,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""Don't go here!!!!! I regret it every time I give it another chance.""",1,1
117,"Please answer the following: given the following review, what is the review's given score, as an integer from 1 to 5? ""It's you know. Fast food. Had an egg mcmuffen.""",5,5
