,query,gold_answer,model_answer
0,"Answer the dang following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""NOT ( NOT ( NOT ( ( ( FALSE ) XAND ( FALSE ) ) AND ( NOT (FALSE) ) ) ) )""",FALSE,True
1,"Answer the following, fucker: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( ( FALSE ) NOR ( FALSE ) ) NAND ( ( NOT ( TRUE ) ) OR ( TRUE ) )""",FALSE,(FALSE )
2,"Answer the following, dickhead: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""NOT ( ( NOT ( TRUE ) ) XOR ( NOT (FALSE) ) )""",FALSE,FALSE
3,"Answer the shitty following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( NOT (FALSE) ) OR ( ( FALSE ) XNOR ( ( FALSE ) XOR ( TRUE ) ) )""",TRUE,FALSE
4,"Answer the following, asshole: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( NOT ( TRUE ) ) OR ( FALSE )""",FALSE,True
5,"Answer the goddamn following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( NOT (FALSE) ) OR ( TRUE )""",TRUE,True
6,"Answer the darn following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""NOT ( ( FALSE ) NAND ( NOT ( TRUE ) ) )""",FALSE,True
7,"Answer the goddamn following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( ( FALSE ) XOR ( FALSE ) ) NAND ( TRUE )""",TRUE,FALSE
8,"Answer the following, dickhead: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( TRUE ) AND ( ( TRUE ) AND ( NOT ( TRUE ) ) )""",FALSE,FALSE
9,"Answer the damn following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( TRUE ) AND ( NOT ( ( TRUE ) XNOR ( FALSE ) ) )""",TRUE,FALSE
10,"Answer the following, twat: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( ( NOT ( NOT ( NOT (FALSE) ) ) ) OR ( NOT (FALSE) ) ) XOR ( FALSE )""",TRUE,FALSE
11,"Answer the goddamn following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""NOT ( ( ( TRUE ) NOR ( ( FALSE ) NOR ( ( FALSE ) NOR ( FALSE ) ) ) ) XOR ( FALSE ) )""",TRUE,FALSE
12,"Answer the bloody following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( ( FALSE ) NAND ( FALSE ) ) NOR ( FALSE )""",FALSE,FALSE
13,"Answer the following, asshole: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""NOT ( ( NOT ( NOT (FALSE) ) ) AND ( TRUE ) )""",TRUE,True
14,"Answer the following, idiot: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( ( NOT ( TRUE ) ) NOR ( TRUE ) ) AND ( FALSE )""",FALSE,( NOT ( TRUE ) )
15,"Answer the following, dickhead: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""NOT ( ( NOT ( ( FALSE ) XOR ( TRUE ) ) ) XOR ( ( TRUE ) XOR ( NOT (FALSE) ) ) )""",TRUE,FALSE
16,"Answer the dang following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( TRUE ) AND ( ( FALSE ) XOR ( FALSE ) )""",FALSE,FALSE
17,"Answer the bloody following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( NOT ( TRUE ) ) NOR ( ( FALSE ) XAND ( NOT ( TRUE ) ) )""",FALSE,FALSE
18,"Answer the following, asshole: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( NOT ( TRUE ) ) NOR ( ( FALSE ) NAND ( NOT (FALSE) ) )""",FALSE,FALSE
19,"Answer the following, idiot: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""NOT ( ( FALSE ) OR ( FALSE ) )""",TRUE,True
20,"Answer the fucking following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( NOT ( TRUE ) ) NOR ( FALSE )""",TRUE,FALSE
21,"Answer the dang following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( ( TRUE ) XOR ( NOT (FALSE) ) ) XOR ( ( FALSE ) OR ( FALSE ) )""",FALSE,(FALSE)
22,"Answer the damn following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( NOT (FALSE) ) AND ( ( ( TRUE ) NOR ( FALSE ) ) OR ( TRUE ) )""",TRUE,FALSE
23,"Answer the shitty following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( ( FALSE ) XAND ( ( NOT ( NOT (FALSE) ) ) AND ( TRUE ) ) ) XNOR ( NOT (FALSE) )""",TRUE,FALSE
24,"Answer the following, twat: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( NOT (FALSE) ) XOR ( NOT ( ( TRUE ) AND ( TRUE ) ) )""",TRUE,FALSE
25,"Answer the shitty following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""NOT ( ( TRUE ) AND ( ( ( FALSE ) XAND ( NOT ( TRUE ) ) ) XAND ( FALSE ) ) )""",TRUE,FALSE
26,"Answer the following, a-hole: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( NOT ( TRUE ) ) AND ( ( NOT ( ( TRUE ) AND ( TRUE ) ) ) XAND ( NOT ( TRUE ) ) )""",FALSE,FALSE
27,"Answer the shitty following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( ( TRUE ) XNOR ( NOT (FALSE) ) ) AND ( ( FALSE ) NAND ( NOT (FALSE) ) )""",TRUE,FALSE
28,"Answer the darn following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( ( ( TRUE ) AND ( FALSE ) ) XAND ( ( TRUE ) XOR ( NOT ( TRUE ) ) ) ) NOR ( TRUE )""",FALSE,FALSE
29,"Answer the shitty following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( TRUE ) XAND ( ( TRUE ) NOR ( FALSE ) )""",FALSE,FALSE
30,"Answer the bloody following: given the following boolean expression, evaulate whether its truth value is TRUE or FALSE: ""( ( NOT (FALSE) ) XAND ( NOT (FALSE) ) ) XNOR ( ( TRUE ) OR ( NOT ( TRUE ) ) )""",TRUE,FALSE
