,query,gold_answer,model_answer
0,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Logitech @apple @Google @Microsoft @Dell @Lenovo #WhatIf QWERTY were modified for programmers so things like brackets, parens, quotes, operators, etc. moved to the middle near G-H splitting left/right brackets to separate hands, and relieving the less dextrous pinky finger?""",anticipation,surprise
1,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@MK_habit_addict @official_stier @MortalKombat @newzealand She's getting a new @Dell #laptop when the one she has one only 2-3 years old.  (More than triple the price - though much higher utility). https://t.co/7WvkCw7vQf""",joy,joy
2,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""As @CRN celebrates its 40th anniversary, Bob Faletra and @stevenjburke spoke with me about the milestones, companies and personalities that helped build the channel. https://t.co/stiuBObP1O #CRN40 #podcast #internationalpodcastday @Cisco @Microsoft @HPE @hp @Dell @intel""",joy,joy
3,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@dell your customer service is horrible especially agent syedfaisal who has made this experience of purchasing a new computer downright awful and I’ll reconsider ever buying a Dell in the future @DellTech""",anger,anger
4,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@zacokalo @Dell @DellCares @Dell give the man what he paid for!""",anger,joy
5,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""The screenshot is acting up from the website of @Google on my @Dell Latitude 5590 Laptop, it keeps frozen the last time, all the images are cut and all the videos are blind on @YouTube, it's not working, it's dead!! #DellLatitude #Laptop #Google #screenshot #actingup #frozen #RIP""",sadness,sadness
6,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@emijuju_ @Alienware @Dell @IntelGaming alien shaped omurice!?!?!""",fear,surprise
7,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""COOKING STREAM DAY!!! Ty to @Alienware for sponsoring this stream! I’ll be making a bunch of Japanese Alien themed foods hehe 

Come check it out! https://t.co/m06tJQ06zk 

#alienwarepartner #intelgaming @Dell @IntelGaming https://t.co/qOdQX2E8VD""",joy,surprise
8,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@emijuju_ @Alienware @Dell @intel Beautiful 😍❤️😻""",joy,love
9,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""What's your biggest data management challenge?     • Cloud complexity?   • Lengthy tech refresh cycles?   • Capital budget constraints?      Solve your challenges with as-a-Storage. Get simplicity, agility &amp; control with @Dell #APEX. https://t.co/mCblMtH931 https://t.co/eepKNZ4Ai3""",optimism,joy
10,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""What does it take to delight stakeholders with the online experience? This whitepaper on @Dell Technologies APEX shows how IT transformation paves a path to the post-hybrid #cloud era. Learn how the team at accel bi corporation can get you started. https://t.co/sBaKBIJQn1 https://t.co/ujDzMcCJLe""",optimism,joy
11,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@BigwillUK @Alienware @Dell Good idea. I'll put it on the list""",anticipation,surprise
12,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@teksyndicate @Alienware @Dell Looks great, hope you are feeling better.

I'm interested in the audio setup though, can you do a video on the APO 1.3 Equalizer setup?""",joy,joy
13,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Steve Gorman takes you through Part 2 of Exploring @F5 BIG-IP VE capabilities on @Dell PowerEdge R650 Servers. https://t.co/lmlXCB2WG0 https://t.co/ARnzf3z034""",anticipation,joy
14,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Indian's decision to give incentives to @Apple and @Dell is a brilliant move but will it trickle down to bridge the digital divide?""",anticipation,surprise
15,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""I am Steve, a Geek. I am the CEO of @TheGeekVillage.

Talk to me about your computer problems, no matter the brand.

Whether it's a @Dell, an @HP, @Lenovo, @ASUS, @Acer, mention it and we got you covered.

https://t.co/e6lZvOjy1b https://t.co/4dPkvy8tI3""",anticipation,joy
16,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@siim_kuusik @Alienware @Dell Because 3840x1600""",anticipation,surprise
17,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""ummm @Dell ...your customer service is trash""",anger,anger
18,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Steve Gorman takes you through Part 2 of Exploring @F5 BIG-IP VE capabilities on @Dell PowerEdge R650 Servers.  #f5 #bef5 #aforcefor #bigip #virtual https://t.co/RbCRRUhYz1 https://t.co/uGxQCV2ePc""",anticipation,joy
19,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""This week we were at the ""Top Gun"" themed @Dell Product Expo. Eddie Muñoz met Maverick look-alike, California Tom Cruise (Jerome LeBlanc)!

""I feel the need, the need for speed."" - Maverick
#topgun #topgunmaverick #dell #delltechnologies #lockncharge https://t.co/QHYH2EbMjq""",joy,joy
20,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Itsss been more than a week...i m following up with dell for troubleshootings...my https://t.co/lWhg2YKhQa suffering so as my hard earned money...hightly disappointed...contd..
@DellCares @Dell""",sadness,sadness
21,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Dell This must be @DellCares 🤣🤣
Or any of the Dell product.😛""",anticipation,joy
22,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Dell If you are a Dell user then the emojis throughout the week will be
😡🤐😔😭😤🤬☹️""",anger,joy
23,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Dell @UgreenOfficial Dell, you are day dreaming? You can't be a star. Your products are so bad that you can never be a star.""",anger,sadness
24,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Dell @dellindia @MichaelDell on 29th Sept I rcvd mail that parts were delivered and on 30th Sept I rcvd mail stated aftr technician visit we found product was damaged BUT NO VISIT HAPPEND.
Your backend team stating one thing and courier team stating other.both are not correct1/n https://t.co/PvozxAlXXi""",anger,surprise
25,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Steve Gorman takes you through Part 2 of Exploring @F5 BIG-IP VE capabilities on @Dell PowerEdge R650 Servers.  https://t.co/x0oL0r09TD https://t.co/RVwoMzP4DF""",anticipation,joy
26,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@ashu_k7 @Dell @Dell_IN @DellCares @DellTechIndia 
Why you sell these faulty products, never expected this type of glitches in a month old product... we demand to replace this with a new one!!.. Don’t want to make this tweet a complain campaign against you.. 😡""",anger,anger
27,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""What does it take to delight stakeholders with the online experience? This whitepaper on @Dell Technologies APEX shows how IT transformation paves a path to the post-hybrid #cloud era. Learn how the team at ThinOps Services can get you started. https://t.co/id0uzen72M https://t.co/ln1GI4jiVu""",optimism,surprise
28,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""What does it take to delight stakeholders with the online experience? This whitepaper on @Dell Technologies APEX shows how IT transformation paves a path to the post-hybrid #cloud era. Learn how the team at ThinOps Services can get you started. https://t.co/GwduQZYHF9 https://t.co/Hv9Wav0vCz""",optimism,surprise
29,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@DellCares @Violetprimrose4 The @Dell team is not of any use. They won't able to help you much. So better don't buy it.""",disgust,anger
30,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Dell @YouTube A one month old laptop is performing so weird that even their customer service people are unable to solve the problem.""",anger,surprise
31,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Dell @YouTube But don't bring a Dell. Otherwise your life will become critical""",fear,sadness
32,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@ashu_k7 @Dell Pathetic!!!!! I Dont mind taking legal action, this is deficency of service of which the customer is nt getting help..""",anger,anger
33,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@ashu_k7 @Dell Pathetic!!!!! I Dont mind taking legal action, this is deficency of service for which the customer is nt getting help..""",anger,anger
34,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@ashu_k7 @DellCares @sdrgkpup @Dell Pathetic!!!!! I Dont mind taking legal action, this is deficency of service for which the customer is nt getting help..""",anger,anger
35,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@intel @Dell Have a slow clap for this video as well https://t.co/htq86VW2fF""",anticipation,joy
36,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@ashu_k7 @Dell Pathetic!!!!! I Dont mind taking legal action, this is deficency of service of which the customer is nt getting help..""",anger,anger
37,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@DellCares @sdrgkpup This is the level of understanding. You didn't see the retweet he did.
See the condition of @Dell service in India.""",disgust,surprise
38,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Dell @MichaelDell  u r known for the best in class laptop and hardware and even services. We are sure you will not disappoint. https://t.co/G7ECpgckwF""",optimism,joy
39,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@DellClients @Dell @ConvergedUsers Happy Friday @Dell https://t.co/iL6JbI94iC""",joy,joy
40,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Dell : @YouTube bring on the spooky season 👻 https://t.co/4kiKS1kpes https://t.co/sipN82i13c""",fear,surprise
41,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@ashu_k7 @Dell Thehe products of #Dell are very worse.""",anger,fear
42,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@ashu_k7 @Dell Poor products #Dell""",disgust,sadness
43,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@ashu_k7 @Dell Making life unhappy is the new tag line of #Dell""",sadness,sadness
44,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@intel @Dell Slow clap for? Their laptops? Read some reviews first.""",disgust,joy
