,query,gold_answer,model_answer
0,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? "".@DellCares took this chat to DM to give me the round around 
Saying someone is “scheduled” to come 
No set time 

@dell please help https://t.co/PqhPq7He0n""",anger,surprise
1,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Some things are better as a combo: peanut butter &amp; jelly, bacon &amp; eggs, public &amp; private #cloud? With @Dell Technologies #APEX, we make sure you don't need to choose. Reply to learn how to get the best of both clouds. https://t.co/Vn5RWq8661 https://t.co/Pis77Q766s""",optimism,surprise
2,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@tkcaddie @warriors @NFL @robmillertime @Dell @BigWatchLover @skullcandy @sirvezas @MGMResortsIntl @barstoolsports @BarstoolBigCat That guy takes massive bowel movements based on that meal and appears alone!""",disgust,surprise
3,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""RT appreciated as we hope to get @Dell to assist https://t.co/K1sp1SL1GI""",anticipation,joy
4,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Hopefully @Dell can help us resolve the issues with Jeremy’s laptop and live up to the warranty we purchased https://t.co/4QidZHjSun""",anticipation,joy
5,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""The tech did finally agree we had on site service and scheduled a visit and then as I started this thread out the tech CANCELED when he discovered the drive to our son’s school was 3 hours each way 

@Dell please ship our son a replacement laptop and we will return you this one""",anger,surprise
6,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""So very disappointed with the service from @Dell 
Despite having an extended warranty one that  sold to us as providing “on-site” service our 16 year old son can’t get help 

The tech who was supposed to come out canceled when it turned out to be a 3 hour drive to him""",sadness,sadness
7,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Surrounding the discussion of technological capabilities, transformation, and leading an extraordinary experience, Maged Taher from @Dell and Ahmed Aboulezz from @Concentrix join our VP Hazem Nabil in the panel on 22.09.22 at #DeloitteSSC2022 #JustInTimeforEgypt #GBS #ITO #BPO https://t.co/RMyAc5R77a""",joy,surprise
8,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@tkcaddie @warriors @NFL @robmillertime @Dell @BigWatchLover @skullcandy @sirvezas @MGMResortsIntl @barstoolsports @BarstoolBigCat Flips cards.""",joy,joy
9,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""What a day yesterday was #ROCKTHELAN casting my first College level LAN was amazing! Rocking the mic with @Epiphxnycasts and @diesel_d_engine. Thank you @EsportsMnsu @MNSUMankato @rockstarenergy @version1gg @ROKKR @Dell for an amazing day! GG WP @Luggnuttzz""",joy,joy
10,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@tkcaddie @warriors @NFL @robmillertime @Dell @BigWatchLover @skullcandy @sirvezas @MGMResortsIntl @barstoolsports @BarstoolBigCat LIV golf  ideas man""",joy,joy
11,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@tkcaddie @warriors @NFL @Dell @BigWatchLover @skullcandy @sirvezas @MGMResortsIntl @barstoolsports @BarstoolBigCat Runs a blackmarket email list of SAT Prep answers""",anticipation,surprise
12,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@tkcaddie @warriors @NFL @robmillertime @Dell @BigWatchLover @skullcandy @sirvezas @MGMResortsIntl @barstoolsports @BarstoolBigCat Watches and rates pornos""",anticipation,love
13,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@DellCaresPRO @Dell @DellCares 
Not trustworthy dell is.
. Lost trust. Dell esclation  team dont know how to treat customers... selling all my 4 laptops 2 pc and going to HP. And suggested all my friends to never trust on dell. Thanks Dell to show such a cheap level. Good bye""",anger,trust
14,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@tkcaddie @warriors @NFL @robmillertime @Dell @BigWatchLover @skullcandy @sirvezas @MGMResortsIntl @barstoolsports @BarstoolBigCat Checks computers for accuracy of their internal clocks.""",anticipation,joy
15,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""In the second part of our interview with @Dell, Dennis Hoffman talks about #AI, the supply chain crisis, and how the pandemic has changed working culture for good. Read the interview now: https://t.co/hAJQvKHW98""",optimism,surprise
16,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@tkcaddie @warriors @NFL @robmillertime @Dell @BigWatchLover @skullcandy @sirvezas @MGMResortsIntl @barstoolsports @BarstoolBigCat Covid mask mandate enforcement""",disgust,fear
17,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""The BADGE of HONOR 🎖

Thank you…. @DellTech @Dell_HCI @DellStorage @DellAPEX @Dell_Edge @Dell @DellDataProtect 
🔵👍

#sunday #learning #education #edutwitter #sundayvibes #TechTrees #certification #delltechnologies #Cloud #datacenters #information https://t.co/XvA9ZKbLkf""",joy,joy
18,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@LouisvilleCPU @Dell @Lenovo @HP I just looked at Li Ion Batteries on Amazon &amp; could only validate 1 of a couple dozen 3rd party sellers.  Business addresses are either in China &amp; US addresses are virtual offices. Couldn’t find D&amp;Bs or Experian Business reports under the US based business/seller names.""",disgust,surprise
19,"Answer: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Dell Not trustworthy dell is not. Lost trust. Dell esclation member dont know how to treat customers... seling all my 4 laptops 2 pc and going to HP. And suggested all my friends to never trust on dell. Thanks Dell to show such a cheap level.""",anger,trust
