,query,gold_answer,model_answer
0,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Could your home office use an upgrade? Members save up to 40% on @Dell branded small business products, electronics, and accessories.
https://t.co/zWaJEciJiB https://t.co/sn2nWU61He""",joy,surprise
1,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""See how @Dell Technologies makes the #SAP Intelligent Enterprise a reality with validated solutions that advance cloud momentum, bridge data sources, and enable real-time intelligence.  #iwork4dell #SAP4U 
https://t.co/oHPMBdZsjg https://t.co/3ZMiKlCzdT""",joy,joy
2,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""And now the problem has survived 2 passes from IT. This is really good stuff, @Intel, @Dell, and @Microsoft #Windows! I don’t know who specifically to blame for this recurrent disaster, so I guess I’ll lump you all together.""",disgust,surprise
3,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Dell Thank you for stopping your business in the terrorist state! All the companies that pay taxes in russia support the #WarInUkraine 
#russiaIsATerroristState""",anger,joy
4,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Friends @Dell  serving manufacturers, this eBook  explains how to your customers can build a successful Model Based Design transition, moving processes from 2D  to 3D , esp. for design &amp;simulation.  They require horsepower we can serve #bettertogether. https://t.co/wzn9herpkY""",optimism,love
5,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? "".@Dell is closing the office in Russia and laying off all employees https://t.co/1wC7pNWu8X""",sadness,sadness
6,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""I know that the @Intel #TrustedComputingModule is protecting my computer, because, about once every 6 months, my corporate @Dell laptop with @Windows freaks out, and pops up a message saying that it has failed, and won’t let me do anything. #Security""",fear,fear
7,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""still getting used to dual monitors...

why is the audio of the @Zoom call im on, on my @Dell  laptop with great speakers, coming out the crappy speakers on my @ASUS gaming monitor that is clearly made for use with a headset ?? 😪🤣""",disgust,surprise
8,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Hello @DellCares @Dell .I am Using Dell PC since past 6months i5 Generation And recently 2 months I have updated to windows 11 .Here the issue is today morning I have restarted my pc from that second it going 👇👇👇 https://t.co/K9FwE0KEYJ""",anger,joy
9,"Answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Dell why would I have been asked to input a “Recovery Key” when I was logging in this morning, go through a load of trouble shooting screens only to find that Sal of my PhD work since last year had been erased? https://t.co/KuxXLs7zAb""",disgust,sadness
