,query,gold_answer,model_answer
0,"Hi there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? "".@DellCares took this chat to DM to give me the round around 
Saying someone is “scheduled” to come 
No set time 

@dell please help https://t.co/PqhPq7He0n""",anger,surprise
1,"Hello there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Some things are better as a combo: peanut butter &amp; jelly, bacon &amp; eggs, public &amp; private #cloud? With @Dell Technologies #APEX, we make sure you don't need to choose. Reply to learn how to get the best of both clouds. https://t.co/Vn5RWq8661 https://t.co/Pis77Q766s""",optimism,joy
2,"Hey, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@tkcaddie @warriors @NFL @robmillertime @Dell @BigWatchLover @skullcandy @sirvezas @MGMResortsIntl @barstoolsports @BarstoolBigCat That guy takes massive bowel movements based on that meal and appears alone!""",disgust,surprise
3,"Hey there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""RT appreciated as we hope to get @Dell to assist https://t.co/K1sp1SL1GI""",anticipation,joy
4,"Hey there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Hopefully @Dell can help us resolve the issues with Jeremy’s laptop and live up to the warranty we purchased https://t.co/4QidZHjSun""",anticipation,joy
5,"Hey, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""The tech did finally agree we had on site service and scheduled a visit and then as I started this thread out the tech CANCELED when he discovered the drive to our son’s school was 3 hours each way 

@Dell please ship our son a replacement laptop and we will return you this one""",anger,surprise
6,"Hi there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""So very disappointed with the service from @Dell 
Despite having an extended warranty one that  sold to us as providing “on-site” service our 16 year old son can’t get help 

The tech who was supposed to come out canceled when it turned out to be a 3 hour drive to him""",sadness,anger
7,"Hey there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@tkcaddie @warriors @NFL @robmillertime @Dell @BigWatchLover @skullcandy @sirvezas @MGMResortsIntl @barstoolsports @BarstoolBigCat Flips cards.""",joy,joy
8,"Hey, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""What a day yesterday was #ROCKTHELAN casting my first College level LAN was amazing! Rocking the mic with @Epiphxnycasts and @diesel_d_engine. Thank you @EsportsMnsu @MNSUMankato @rockstarenergy @version1gg @ROKKR @Dell for an amazing day! GG WP @Luggnuttzz""",joy,joy
9,"Hey there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@tkcaddie @warriors @NFL @robmillertime @Dell @BigWatchLover @skullcandy @sirvezas @MGMResortsIntl @barstoolsports @BarstoolBigCat LIV golf  ideas man""",joy,joy
10,"Hey there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@tkcaddie @warriors @NFL @Dell @BigWatchLover @skullcandy @sirvezas @MGMResortsIntl @barstoolsports @BarstoolBigCat Runs a blackmarket email list of SAT Prep answers""",anticipation,SAT Prep
11,"Hi, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@tkcaddie @warriors @NFL @robmillertime @Dell @BigWatchLover @skullcandy @sirvezas @MGMResortsIntl @barstoolsports @BarstoolBigCat Watches and rates pornos""",anticipation,love
12,"Hey, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@DellCaresPRO @Dell @DellCares 
Not trustworthy dell is.
. Lost trust. Dell esclation  team dont know how to treat customers... selling all my 4 laptops 2 pc and going to HP. And suggested all my friends to never trust on dell. Thanks Dell to show such a cheap level. Good bye""",anger,trust
13,"Hi there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@tkcaddie @warriors @NFL @robmillertime @Dell @BigWatchLover @skullcandy @sirvezas @MGMResortsIntl @barstoolsports @BarstoolBigCat Checks computers for accuracy of their internal clocks.""",anticipation,joy
