,query,gold_answer,model_answer
0,"Hi, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""#facebookdown @TheRock @steveaustinBSR  @WWEUniverse  @JohnCena #psndown @Microsoft @playstation @starwars @Dell @CountryMusic @_KennyRogers @ScienceNews @StarTrek #WWIII if us goes to war with twain against china for get about your ps5 you wont have any new ones chona owns them""",disgust,anger
1,"Hey, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""While the brand doesn’t have “another five year marker”, @Dell does have “goals and aspirations” around how it’s looking at audiences, including a “huge focus” on using tech and data to drive decision making.

https://t.co/27ctK89xNj https://t.co/cttAp1Vn4G""",optimism,joy
2,"Hey there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""The first few paycheques from my first job at Rona when I was 15 (more than half my life ago 😱) went to new golf clubs and a custom @Dell PC. Good times... https://t.co/A1OB0vHjEK""",joy,joy
3,"Hey, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@NTCarver0 @Dell @FreedomSci @NVAccess nice work staying on this for so long.""",joy,love
4,"Hello there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Hey @Dell lifelong customer here. 

I’m looking for recommendations for a laptop powerful enough to run an online business from. 

My last two laptops from you have sputtered out in 2 years or less. 

Ps. Don’t blow this. The people are watching. 😂""",anticipation,joy
5,"Hi, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Dell Why would you no longer put a service tag barcode on your device?  Chromebook 3110 2-in-1 https://t.co/y3IeyEDmbF""",anger,surprise
6,"Hi, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""In addition to the speaker sessions, we have @dell,
@ACTFibernet, @TigerAnalytics visiting us for pre-placement talks. 

We look forward to your visit! 

#Corporateday #CCS #Placement #greatlakeschennai
(2/2)""",anticipation,joy
7,"Hey there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""It's easy for you to ignore the issue, tried every possibility to contact with hp assistant with all procedures but again the result is the same. I have to come back to Twitter.@HP @HPIndia @HPIndia_CS_Head @HPSupport @aajtak @indiatvnews @TOIMumbai @Lenovo @Dell @indiatvnews""",anger,anger
8,"Hey, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@ASivsreddy @Dell @Lenovo @HP Hey Siva, I was about to order aspire 7, shoud i go with it???? You sure they sell old stock?""",disgust,joy
9,"Hey, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""So I request @Dell plz solve my issue permanently or u give new packed laptop.#dellsupport #dell #issues""",anger,joy
10,"Hi there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""After giving  my laptop to @Dell service center.they unable to solve issue permanently.And I have talked dell online support lastly they are saying they can give me refurbished laptop.
But I refused to want refurbished laptop.""",anger,sadness
11,"Hey there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""I have wifi issue from six month in dell laptop, reported to @Dell online support till now they are unable to solve my wifi issue. I also contact to dell service center,they changed wifi card,but unable to resolve my issue. dell support saying they will give refurbished laptop""",anger,anger
12,"Hey there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Nitishtwt06 @Dell Same happened with me in my @HP Laptop 🥲""",sadness,surprise
13,"Hi there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Money Keeps Raining Down From The #AWS #Cloud -“@awscloud  should surpass @Lenovo this year and @Dell before too long, and over the longest of hauls AWS has a good chance to catch @Microsoft ; it has already blown by @IBM @HP  @Cisco.” @NextPlatform 
 https://t.co/UbgJuO2NLF""",optimism,surprise
14,"Hey there, Could you please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""I own a computer @dell and a cell phone @Apple #electronics""",joy,joy
