,query,gold_answer,model_answer
0,"Please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@videolan @TeamBlackandRed @defnotdivy @VedVery5 @IndiaTodayTech @Dell Bruh vlc dont take offence . I m not here to say the vlc is the worst or media player dont use it. I  just stated what store told me(ig im tellling this for 1000000000 time now ) thats it . I got no problem with ur media player.""",anger,sadness
1,"Please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""The Precision 7865 Tower comes with up to 64 CPU cores, up to 56TB storage, optional Thunderbolt 3, up to 1TB of DDR4 ECC memory with RMT Pro and a full suite of professional graphics
More Here: https://t.co/c9nh5bXcvW 

@Dell https://t.co/MNtHwh6bBR""",joy,joy
2,"Please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@mattniandi @DerivativeV @Dell Okay, show me the Tesla factory on Tesla's balance sheet.

(not saying that Dell's relationship with Quanta is the same)""",anticipation,joy
3,"Please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@Dell @DellTechIndia your tech Employee Omkar Desai (7499014976) came to repair my laptop in #MiraRoad and took my hard drive for repair, which was never returned, he is not answering my calls nor replying to my msgs, even blocked my number. Pls help""",anger,anger
4,"Please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Find out how #machinelearning is transforming #reverselogistics, right-to-repair, how to retain top #supplychain talent &amp; more with Tony Sciarrotta, head of the @RL_Association and Tom Maher, SVP of global service parts at @Dell 

https://t.co/urzl2dY15Z
@ScottWLuton https://t.co/frZsMGWGbV""",anticipation,joy
5,"Please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@morelikeg_y @TeamBlackandRed @defnotdivy @VedVery5 @IndiaTodayTech @Dell For the 100000th time, 100% input != 100% output""",disgust,joy
6,"Please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@morelikeg_y @defnotdivy @VedVery5 @videolan @IndiaTodayTech @Dell No company can have the audacity to dictate me. 🤦""",anger,fear
7,"Please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""I have been highly disappointed with Dell Service leading to immense stress, ruined my time and efforts. Reported the defect within 3-4 days of purchase of INSPIRON 7415 yet not  solved. I would not recommend Dell as a good purchase, worse experience.@Dell_IN @Dell @DellTech""",disgust,sadness
8,"Please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""@TeamBlackandRed @defnotdivy @VedVery5 @videolan @IndiaTodayTech @Dell Why make your laptop vulnerable and literally do what company has told you not to in clearest mutherfkin way possible. Plus it can void warranty too even tho the damage isnt because of vlc.""",anger,fear
9,"Please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""I updated my Dell XPS with the prompted windows update and now it won't connect to wifi. This has been an ongoing problem ever since I bought, and I've been able to painstakingly fix this issue before (which shouldn't exist btw) but now it won't connect at all. What gives @Dell ?""",anger,anger
10,"Please answer the following: given the following review, what is the best-fitting emotion to it from the list: joy, love, optimism, pessimism, trust, surprise, anticipation, sadness, anger, disgust, or fear? ""Also, mouse pads simply stops responding when laptop is at certain angles,, no clicks or touches work.  Any way i can return this laptop to you, i will happy to take a loss too..@dell @DellCares ..also i had take pro service, which I didn’t kno stood for pro harassment""",anger,anger
